ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
60709269,54723579,,,Station Road,,Oban Stn Stance 1,,Bus Stance 1,,Station Road,,,,Stance,,,ES002899,Oban,,,,,,,false,UKOS,185849,729861,-5.47304,56.41227,BCS,,,,,,114,2003-12-04T00:00:00,2013-03-06T15:26:30,9,new,active
60709270,54723576,,,Station Road,,Oban Stn Stance 2,,Bus Stance 2,,Station Road,,,,Stance,,,ES002899,Oban,,,,,,,false,UKOS,185841,729872,-5.47317,56.41236,BCS,,,,,,114,2003-12-04T00:00:00,2013-03-06T15:27:12,8,new,active
60709271,54723575,,,Station Road,,Oban Stn Stance 3,,Bus Stance 3,,Station Road,,,,Stance,,,ES002899,Oban,,,,,,,false,UKOS,185839,729889,-5.47322,56.41251,BCS,,,,,,114,2004-11-03T00:00:00,2013-03-06T15:27:54,9,new,active
60709272,54723578,,,Station Road,,Oban Stn Stance 4,,Bus Stance 4,,,,,,Stance,,,ES002899,Oban,,,,,,,false,UKOS,185843,729900,-5.47316,56.41261,BCS,,,,,,114,2003-12-04T00:00:00,2013-03-06T15:28:42,9,new,active
60709273,54723582,,,Station Road,,Oban Stn Stance 5,,Bank of Scotland,,Station Road,,,,Stance,,,ES002899,Oban,,,,,,,false,UKOS,185856,729887,-5.47294,56.4125,BCS,,,,,,114,2003-12-04T00:00:00,2013-03-06T15:29:18,9,new,active
60709303,54723645,,,Lochnell Street,,Lochgilphead,,Public Toilets,,Lochnell Street,,,,NW-bound,,NW,ES002442,Lochgilphead,,,,,,,false,UKOS,186259,687918,-5.43257,56.03631,BCT,MKD,OTH,,,,114,2003-12-04T00:00:00,2012-11-28T15:53:30,4,new,active
60709304,54723643,,,Lochnell Street,,Lochgilphead,,Number 27,,Lochnell Street,,,,SE-bound,,SE,ES002442,Lochgilphead,,,,,,,false,UKOS,186254,687946,-5.43267,56.03655,BCT,MKD,OTH,,,,114,2003-12-04T00:00:00,2016-07-05T15:24:18,5,new,active
60709324,54723479,,,Bus Terminus,,Ctown Bus Terminus,,Campbeltown Bus Terminus,,Unnamed Road,,,,Stance 1,,NE,ES000591,Campbeltown,,,,,,,false,UKOS,171994,620608,-5.60492,55.42616,BCT,MKD,OTH,,,,114,2003-12-04T00:00:00,2025-09-16T15:29:28,62,new,active
60709323,54723482,,,Bus Terminus,,Ctown Bus Terminus,,Campbeltown Bus Terminus,,Unnamed Road,,,,Stance 2,,SW,ES000591,Campbeltown,,,,,,,false,UKOS,171999,620592,-5.60483,55.42602,BCT,MKD,OTH,,,,114,2003-12-04T00:00:00,2025-09-16T15:29:36,62,new,active
60709001,54723836,,,Guildford Square,,Guildford Square,,Rothesay Pier,,A844,,,,E-bound,,E,ES003206,Rothesay,,,,,,,false,UKOS,208890,664726,-5.05349,55.83779,BCT,MKD,OTH,,,,114,2006-01-23T00:00:00,2012-04-20T11:05:36,4,new,active
60709002,54723835,,,Guildford Square,,Guildford Square,,Rothesay Pier,,A844,,,,W-bound,,W,ES003206,Rothesay,,,,,,,false,UKOS,208870,664709,-5.05379,55.83763,BCT,MKD,OTH,,,,114,2006-01-23T00:00:00,2012-04-20T11:05:48,5,new,active
60709107,54724353,,,Ferry Terminal,,Dunoon Ferry Term 1,,Dunoon Ferry Terminal,,Pier Esplanade,,,,Stance 1,,S,ES001181,Dunoon,,,,,,,false,UKOS,217590,676392,-4.92262,55.94584,BCT,MKD,OTH,,,,114,2005-08-17T00:00:00,2025-07-28T14:25:06,49,new,active
60709108,54724352,,,Ferry Terminal,,Dunoon Ferry Term 2,,Dunoon Ferry Terminal,,Pier Esplanade,,,,Stance 2,,S,ES001181,Dunoon,,,,,,,false,UKOS,217590,676405,-4.92263,55.94596,BCT,MKD,OTH,,,,114,2005-08-17T00:00:00,2025-07-28T14:25:37,41,new,active
60709109,54724348,,,Ferry Terminal,,Dunoon Ferry Term 3,,Dunoon Ferry Terminal,,Pier Esplanade,,,,Stance 3,,S,ES001181,Dunoon,,,,,,,false,UKOS,217590,676418,-4.92264,55.94608,BCT,MKD,OTH,,,,114,2005-08-17T00:00:00,2025-07-28T14:25:17,100,new,active
60709399,54723854,,,Front Street,,Inveraray,,Bus Shelter,,Front Street,,,,NW-bound,,NW,ES001853,Inveraray,,,,,,,false,UKOS,209616,708576,-5.07304,56.2315,BCT,MKD,OTH,,,,114,2005-10-10T00:00:00,2012-11-27T14:52:30,4,new,active
60709398,54723853,,,Front Street,,Inveraray,,Car Park,,Front Street,,,,SE-bound,,SE,ES001853,Inveraray,,,,,,,false,UKOS,209630,708595,-5.07283,56.23167,BCT,MKD,OTH,,,,114,2005-10-10T00:00:00,2012-11-27T14:52:48,4,new,active
60709309,54723545,,,Argyll Arms Hotel,,Ardrishaig,,Argyll Arms Hotel,,Chalmers Street,,,,nr,,N,ES000136,Ardrishaig,,,,,,,false,UKOS,185171,685672,-5.4482,56.01568,BCT,MKD,OTH,,,,114,2004-11-03T00:00:00,2012-11-28T15:50:24,6,new,active
60709308,54723543,,,Argyll Arms Hotel,,Ardrishaig,,Argyll Arms Hotel,,Chalmers Street,,,,opp,,S,ES000136,Ardrishaig,,,,,,,false,UKOS,185191,685694,-5.4479,56.01588,BCT,MKD,OTH,,,,114,2004-11-03T00:00:00,2012-11-28T15:51:12,6,new,active
6070507,54726394,,,Hope Street,,Old Luss Road,,Hope Street,,Old Luss Road,,,,nr,,NE,ES001745,Helensburgh,,,,,,,false,UKOS,230865,681818,-4.71373,55.9994,BCT,MKD,OTH,,,,114,2003-08-27T00:00:00,2012-04-19T16:10:18,3,new,active
6070508,54726395,,,Hope Street,,Old Luss Road,,Hope Street,,Old Luss Road,,,,opp,,SW,ES001745,Helensburgh,,,,,,,false,UKOS,230881,681827,-4.71348,55.99948,BCT,MKD,OTH,,,,114,2003-08-27T00:00:00,2012-04-19T16:10:36,3,new,active
6070509,54726423,,,McAuslan Place,,McAuslan Place,,McAuslan Place,,Old Luss Road,,,,before,,NE,ES001745,Helensburgh,,,,,,,false,UKOS,230851,682547,-4.71441,56.00593,BCT,MKD,OTH,,,,114,2005-05-16T00:00:00,2012-04-19T16:11:06,3,new,active
6070608,54726347,,,McAuslan Place,,McAuslan Place,,Ben Bouie Drive,,Old Luss Road,,,,opp,,S,ES001745,Helensburgh,,,,,,,false,UKOS,230865,682541,-4.71419,56.00588,BCT,MKD,OTH,,,,114,2005-05-16T00:00:00,2012-04-19T16:18:12,3,new,active
6070510,54725962,,,John Logie Baird Primary,,John Logie Baird PS,,John Logie Baird Pr School,,Winston Road,,,,at,,SE,ES001745,Helensburgh,,,,,,,false,UKOS,230955,682690,-4.71284,56.00725,BCT,MKD,OTH,,,,114,2006-02-07T00:00:00,2010-12-08T10:12:00,4,new,active
6070511,54726243,,,John Logie Baird Primary,,John Logie Baird PS,,John Logie Baird Pr School,,Winston Road,,,,opp,,W,ES001745,Helensburgh,,,,,,,false,UKOS,231023,682651,-4.71172,56.00693,BCT,MKD,OTH,,,,114,2006-02-07T00:00:00,2012-04-19T16:11:24,4,new,active
6070514,54725979,,,Collingwood Place,,Collingwood Place,,Collingwood Place,,Winston Road,,,,before,,N,ES001745,Helensburgh,,,,,,,false,UKOS,231327,682680,-4.70687,56.00729,BCT,MKD,OTH,,,,114,2005-05-16T00:00:00,2010-12-08T10:48:00,2,new,active
6070515,54726283,,,Collingwood Place,,Collingwood Place,,Collingwood Place,,Winston Road,,,,opp,,S,ES001745,Helensburgh,,,,,,,false,UKOS,231311,682741,-4.70717,56.00784,BCT,MKD,OTH,,,,114,2005-06-28T00:00:00,2012-04-19T16:12:06,3,new,active
