ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
370010001,37010001,37010001,,Barnsley Interchange/A1,,Barnsley Intc,,Barnsley Interchange A1,,Barnsley Interchange,,,,A1,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434702,406434,-1.477673952,53.553395179,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010002,37010002,37010002,,Barnsley Interchange/A2,,Barnsley Intc,,Barnsley Interchange A2,,Barnsley Interchange,,,,A2,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434701,406439,-1.477688492,53.553440185,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010003,37010003,37010003,,Barnsley Interchange/A3,,Barnsley Intc,,Barnsley Interchange A3,,Barnsley Interchange,,,,A3,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434700,406444,-1.477703033,53.553485190,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010004,37010004,37010004,,Barnsley Interchange/A4,,Barnsley Intc,,Barnsley Interchange A4,,Barnsley Interchange,,,,A4,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434699,406449,-1.477717573,53.553530196,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010005,37010005,37010005,,Barnsley Interchange/A5,,Barnsley Intc,,Barnsley Interchange A5,,Barnsley Interchange,,,,A5,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434698,406453,-1.477732224,53.553566214,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010006,37010006,37010006,,Barnsley Interchange/A6,,Barnsley Intc,,Barnsley Interchange A6,,Barnsley Interchange,,,,A6,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434696,406458,-1.477761858,53.553611285,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010007,37010007,37010007,,Barnsley Interchange/A7,,Barnsley Intc,,Barnsley Interchange A7,,Barnsley Interchange,,,,A7,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434695,406463,-1.477776398,53.553656291,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010008,37010008,37010008,,Barnsley Interchange/A8,,Barnsley Intc,,Barnsley Interchange A8,,Barnsley Interchange,,,,A8,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434694,406468,-1.477790939,53.553701296,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010009,37010009,37010009,,Barnsley Interchange/A9,,Barnsley Intc,,Barnsley Interchange A9,,Barnsley Interchange,,,,A9,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434693,406473,-1.477805480,53.553746302,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
370010010,37010010,37010010,,Barnsley Interchange/A17,,Barnsley Intc,,Barnsley Interchange A17,,Barnsley Interchange,,,,A17,,,E0057864,Barnsley Town Centre,Barnsley,,Barnsley,,Barnsley Centre,,true,UKOS,434683,406512,-1.477952103,53.554097490,BCS,,,,,,099,1993-06-06T12:00:00,2010-10-12T01:44:52,0,,inactive
