ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
1900HAA91082,hamjpdmd,,,Palace Close - del July 24,,,,,,Romsey Road,,,,adj,,SW,E0046871,Kings Somborne,,,,,,,false,UKOS,435696,130692,-1.49186,51.07445,BCT,CUS,OTH,,,,084,2017-12-21T00:00:00,2024-07-11T07:19:16,100,delete,inactive
1900HA100680,hamaptdj,,,Colenzo Drive,,,,,,Colenzo Drive,,,,on,,E,E0013337,Andover,,,,,,,false,UKOS,437092,146273,-1.47034,51.21446,BCT,MKD,OTH,,,,084,2007-02-26T00:00:00,2019-08-02T08:25:58,23,new,active
1900HAA91088,hamjpdpa,,,Colenzo Drive,,,,,,Corunna Main,,,,adj,,SW,E0013337,Andover,,,,,,,false,UKOS,437042,146282,-1.47105,51.21454,BCT,MKD,OTH,,,,084,2019-08-02T00:00:00,2019-08-02T08:24:23,14,new,active
1900HAA91087,hamjpdmw,,,Tollgate Close,,,,,,Pack Lane,,,,adj,,E,E0012614,Newfound,Basingstoke,,,,,,false,UKOS,457745,151020,-1.17391,51.25543,BCT,CUS,OTH,,,,084,2016-04-11T00:00:00,2016-04-11T13:08:17,0,new,active
1900HAA91086,hamjpdmt,,,Tollgate Close,,,,,,Pack Lane,,,,opp,,W,E0012614,Newfound,Basingstoke,,,,,,false,UKOS,457750,151009,-1.17384,51.25533,BCT,MKD,OTH,,,,084,2016-04-11T00:00:00,2016-04-11T13:08:17,0,new,active
1900HAA91084,hamjpdmj,,,Bushfield Roundabout,,,,,,Otterbourne Road,,,,N-bound,,N,N0060815,Compton End,Winchester,,,,,,false,UKOS,447198,126636,-1.32823,51.03715,BCT,MKD,OTH,,,,084,2018-07-04T00:00:00,2018-07-04T18:33:52,4,new,active
1900HA110038,hamdgjmd,,,Bushfield Roundabout,,,,,,Otterbourne Road,,,,S-bound,,S,N0060815,Compton End,Winchester,,,,,,false,UKOS,447205,126640,-1.32813,51.03719,BCT,MKD,OTH,,,,084,2006-03-30T00:00:00,2020-09-11T12:13:49,7,new,active
1900HAA91085,hamjpdmp,,,South P&R,,,,,,Otterbourne Road,,,,Adj Footpath,,S,N0060815,Compton End,Winchester,,,,,,false,UKOS,447161,126402,-1.32878,51.03505,BCT,MKD,OTH,,,,084,2020-02-25T00:00:00,2020-02-25T08:31:54,0,new,active
1900HAA91011,hamjmwmg,,,South P&R,,,,,,car park,,,,Stop 2,,N,N0060815,Compton End,Winchester,,,,,,false,UKOS,447193,126138,-1.32836,51.03267,BCT,MKD,OTH,,,,084,2010-02-16T00:00:00,2024-05-03T12:54:09,20,new,active
1900HAA92064,hampadjg,,,South P&R,,,,,,car park,,,,Stop 1,,N,N0060815,Compton End,Winchester,,,,,,false,UKOS,447171,126011,-1.32869,51.03153,BCT,MKD,OTH,,,,084,2020-02-06T00:00:00,2024-05-03T12:54:59,65,new,active
1900HAA92065,hampadjm,,,South P&R,,,,,,Car Park,,,,Stop 3,,N,N0060815,Compton End,Winchester,,,,,,false,UKOS,447199,126254,-1.32826,51.03372,BCT,MKD,OTH,,,,084,2020-02-06T00:00:00,2024-05-03T12:55:24,62,new,active
1900HAA91290,hamjptpa,,,Oatlands Road - del nov23,,,,,,Maddoxford Lane,,,,opp,,SE,E0012859,Boorley Green,Botley,,,,,,false,UKOS,450936,114500,-1.27662,50.92771,BCT,CUS,OTH,,,,084,2018-06-18T00:00:00,2023-11-27T11:21:10,38,delete,inactive
1900HAA91094,hamjpdpw,,,Borkum Close,,,,,,Elbe Way,,,,opp,,S,N0077406,Saxon Fields,Andover,,,,,,false,UKOS,435664,147316,-1.49068,51.22393,BCT,MKD,OTH,,,,084,2017-07-04T00:00:00,2017-07-04T11:34:27,0,new,active
1900HAA91093,hamjpdpt,,,Borkum Close,,,,,,Elbe Way,,,,adj,,N,N0077406,Saxon Fields,Andover,,,,,,false,UKOS,435656,147308,-1.49079,51.22386,BCT,MKD,OTH,,,,084,2019-07-31T00:00:00,2019-07-31T15:21:17,15,new,active
1900HAA91095,hamjpdta,,,Bilbao Court,,,,,,Vigo Road,,,,opp,,E,E0013337,Andover,,,,,,,false,UKOS,437480,146201,-1.46479,51.21379,BCT,MKD,OTH,,,,084,2020-08-06T00:00:00,2020-08-06T14:54:37,29,new,active
1900HAA91096,hamjpdtd,,,Bilbao Court,,,,,,Vigo Road,,,,adj,,W,E0013337,Andover,,,,,,,false,UKOS,437479,146197,-1.46481,51.21375,BCT,MKD,OTH,,,,084,2020-08-06T00:00:00,2020-08-06T14:54:43,29,new,active
1900HAA91097,hamjpdtg,,,St Johns Road,,,,,,Corunna Main,,,,opp,,NE,E0013337,Andover,,,,,,,false,UKOS,436767,145951,-1.47502,51.21159,BCT,MKD,OTH,,,,084,2019-08-02T00:00:00,2019-08-02T08:02:07,12,new,active
1900HAA91098,hamjpdtj,,,St Johns Road,,,,,,Corunna Main,,,,adj,,SW,E0013337,Andover,,,,,,,false,UKOS,436772,145944,-1.47495,51.21152,BCT,MKD,OTH,,,,084,2019-08-02T00:00:00,2019-08-02T08:04:28,18,new,active
1900HAA91099,hamjpdtm,,,Suffolk Road,,,,,,Mead Road,,,,S-bound,,S,E0013337,Andover,,,,,,,false,UKOS,435723,145181,-1.49005,51.20473,BCT,MKD,OTH,,,,084,2021-07-07T00:00:00,2021-07-07T13:30:46,0,new,active
1900HAA91101,hamjpdtw,,,Vincent Drive,,,,,,Wolversdene Road,,,,adj,,N,N0077400,Sheep Fayre,Andover,,,,,,false,UKOS,436874,145277,-1.47356,51.20552,BCT,MKD,OTH,,,,084,2019-07-17T00:00:00,2025-01-30T14:20:54,16,new,active
1900HA080029,hamapawd,,,Salisbury Road Shops,,,,,,Salisbury Road,,,,Stop J,,NW,E0013300,Totton,,,,,,,false,UKOS,435866,113496,-1.49113,50.91982,BCT,MKD,OTH,,,,084,2005-10-07T00:00:00,2015-03-03T10:41:28,8,new,active
1900HA080028,hamapapw,,,Salisbury Road Shops,,,,,,Salisbury Road,,,,Stop K,,SE,E0013300,Totton,,,,,,,false,UKOS,435835,113539,-1.49157,50.9202,BCT,MKD,OTH,,,,084,2005-10-07T00:00:00,2015-03-03T10:42:11,8,new,active
1900HA020086,hamgpmam,,,Kennet Road,,,,,,The Causeway,,,,opp,,SW,E0046774,Petersfield,,,,,,,false,UKOS,474323,122487,-0.94227,50.99699,BCT,MKD,OTH,,,,084,2007-02-25T00:00:00,2023-11-28T14:25:21,33,new,active
1900HA020085,hamgpjpd,,,Kennet Road,,,,,,The Causeway,,,,o/s 121,,NE,E0046774,Petersfield,,,,,,,false,UKOS,474171,122396,-0.94445,50.99619,BCT,MKD,OTH,,,,084,2009-03-23T00:00:00,2021-07-07T13:30:46,0,new,active
1900HA110572,hamdmgwp,,,Botley Railway Station,,,,,,Station Hill,,,,opp,,SW,E0046915,Curdridge,,,,,,,false,UKOS,452167,113175,-1.25929,50.91569,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2025-03-05T10:14:04,67,new,active
1900HA110571,hamdmgwt,,,Botley Railway Station,,,,,,Station Hill,,,,adj,,NE,E0046915,Curdridge,,,,,,,false,UKOS,452168,113197,-1.25927,50.91589,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2025-03-05T10:13:12,56,new,active
1900HAA13627,hamgdjta,,,The Bramley Inn,,,,,,The Street,,,,o/s,,E,E0046700,Bramley,,,,,,,false,UKOS,465437,159447,-1.06216,51.33036,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2021-04-28T14:24:26,12,new,active
1900HAA09562,hamjmata,,,The Bramley Inn,,,,,,The Street,,,,opp,,W,E0046700,Bramley,,,,,,,false,UKOS,465364,159412,-1.06322,51.33006,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2021-04-28T14:29:16,34,new,active
1900HA010435,hamgdmat,,,Jibbs Meadow,,,,,,Sherfield Road,,,,adj,,NW,E0046700,Bramley,,,,,,,false,UKOS,465624,159443,-1.05948,51.33031,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2025-03-14T07:54:19,12,new,active
1900HAA92110,hampagdw,,,Jibbs Meadow,,,,,,Sherfield Road,,,,opp,,SE,E0046700,Bramley,,,,,,,false,UKOS,465638,159443,-1.05928,51.3303,BCT,MKD,OTH,,,,084,2021-03-08T00:00:00,2025-03-14T07:54:11,19,new,active
1900HAA13538,hamajdap,,,Brockenhurst Station,,,,,,The Station Forecourt,,,,S-bound,,S,E0046816,Brockenhurst,,,,,,,false,UKOS,430133,102014,-1.57363,50.81689,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2022-04-08T11:23:17,19,new,active
1900HA030479,hamdjgdt,,,Bursledon Station,,,,,,Bridge Road,,,,opp,,SE,E0046787,Bursledon,,,,,,,false,UKOS,449075,109891,-1.30371,50.88643,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2023-11-28T14:00:11,43,new,active
1900HA030480,hamdjgjm,,,Bursledon Station,,,,,,Bridge Road,,,,nr,,NW,E0046787,Bursledon,,,,,,,false,UKOS,449106,109847,-1.30328,50.88603,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2023-10-27T11:24:45,18,new,active
1900HA030016,hamawjta,,,Rail Station,,,,,,Hursley Road,,,,SE-bound,,SE,E0012862,Chandlers Ford,,,,,,,false,UKOS,443350,120606,-1.38382,50.98323,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2023-11-28T10:14:06,45,new,active
1900HA030017,hamawjmw,,,Rail Station,,,,,,Hursley Road,,,,NW-bound,,NW,E0012862,Chandlers Ford,,,,,,,false,UKOS,443298,120659,-1.38456,50.98371,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2023-11-28T10:15:00,49,new,active
1900HA030014,hamawjwg,,,Chandlers Ford Precinct,,,,,,Winchester Road,,,,adj,,SW,E0012862,Chandlers Ford,,,,,,,false,UKOS,443401,120544,-1.3831,50.98267,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2022-05-23T13:35:43,29,new,active
1900HA030015,hamawmad,,,Chandlers Ford Precinct,,,,,,Winchester Road,,,,opp,,NE,E0012862,Chandlers Ford,,,,,,,false,UKOS,443418,120605,-1.38285,50.98322,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2022-05-23T13:39:49,28,new,active
1900HA020369,hamgmwad,,,Rail Station,,,,,,Station Road,,,,Stop R,,SW,E0046747,Alton,,,,,,,false,UKOS,472298,139682,-0.96769,51.15184,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2024-12-03T10:36:24,44,new,active
1900HA100161,hamajtgw,,,Russell Drive,,,,,,Barley Hill,,,,adj,,NW,E0013378,Dunbridge,,,,,,,false,UKOS,431889,126099,-1.54661,51.03337,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2022-04-28T08:20:42,35,new,active
1900HA100160,hamajtja,,,Russell Drive,,,,,,Barley Hill,,,,opp,,SE,E0013378,Dunbridge,,,,,,,false,UKOS,431892,126115,-1.54656,51.03352,BCT,CUS,OTH,,,,084,2010-06-28T00:00:00,2018-04-30T16:30:33,30,new,active
1900HA030207,hamdamdt,,,Railway Station,,,,,,Southampton Road,,,,o/s,,S,E0057423,Eastleigh,,,,,,,false,UKOS,445705,119044,-1.35047,50.96901,BCT,MKD,OTH,,,,084,2010-06-28T00:00:00,2024-12-19T07:10:46,73,new,active
1900HA030211,hamdajtp,,,Bus Station,,,,,,,,,,Stand B,,,E0057423,Eastleigh,,,,,,,false,UKOS,445596,119167,-1.35201,50.97012,BCS,,,,,,084,2010-06-28T00:00:00,2020-05-09T10:55:54,1,new,active
1900HAA13442,hamdajtg,,,Bus Station,,,,,,,,,,Stand F,,,E0057423,Eastleigh,,,,,,,false,UKOS,445598,119098,-1.35199,50.9695,BCS,,,,,,084,2010-06-28T00:00:00,2020-05-09T11:00:53,5,new,active
1900HA030212,hamdajwa,,,Bus Station,,,,,,Upper Market Street,,,,Stand A,,,E0057423,Eastleigh,,,,,,,false,UKOS,445600,119187,-1.35195,50.9703,BCS,,,,,,084,2010-06-28T00:00:00,2023-11-28T12:40:16,36,new,active
1900HA030210,hamdajtw,,,Bus Station,,,,,,,,,,Stand C,,,E0057423,Eastleigh,,,,,,,false,UKOS,445596,119149,-1.35201,50.96996,BCS,,,,,,084,2010-06-28T00:00:00,2020-05-09T10:58:25,2,new,active
1900HA030208,hamdajtj,,,Bus Station,,,,,,,,,,Stand E,,,E0057423,Eastleigh,,,,,,,false,UKOS,445596,119116,-1.35202,50.96966,BCS,,,,,,084,2010-06-28T00:00:00,2020-02-25T08:31:54,0,new,active
1900HA030209,hamdajtm,,,Bus Station,,,,,,,,,,Stand D,,,E0057423,Eastleigh,,,,,,,false,UKOS,445596,119133,-1.35201,50.96982,BCS,,,,,,084,2010-06-28T00:00:00,2020-05-09T10:59:09,4,new,active
1900HA090085,hamgwtwt,,,The Tilly Shilling,,,,,,Victoria Road,,,,Stop G,,W,E0013323,Farnborough,,,,,,,false,UKOS,486829,155673,-0.75611,51.29358,BCT,MKD,OTH,,,,084,2010-06-29T00:00:00,2024-09-20T10:46:41,70,new,active
1900HA090086,hamgwtwm,,,The Tilly Shilling,,,,,,Victoria Road,,,,Stop H,,E,E0013323,Farnborough,,,,,,,false,UKOS,486823,155686,-0.75619,51.2937,BCT,MKD,OTH,,,,084,2010-06-29T00:00:00,2024-09-20T10:46:47,73,new,active
1900HA040272,hamdpwmd,,,Station Roundabout,,,,,,West Street,,,,Stop S,,E,E0012900,Fareham,,,,,,,false,UKOS,457168,106231,-1.18924,50.85278,BCT,MKD,OTH,,,,084,2010-06-29T00:00:00,2020-06-15T13:23:58,31,new,active
1900HA040273,hamdpwdw,,,Fareham Station,,,,,,The Avenue,,,,Stop Q,,W,E0012900,Fareham,,,,,,,false,UKOS,457065,106201,-1.19071,50.85252,BCT,MKD,OTH,,,,084,2010-06-29T00:00:00,2020-06-16T11:25:05,35,new,active
1900HAA91153,hamjpgwj,,,Fareham Station,,,,,,The Avenue,,,,Stop R,,E,E0012900,Fareham,,,,,,,false,UKOS,457064,106222,-1.19072,50.85271,BCT,MKD,OTH,,,,084,2020-06-16T00:00:00,2020-06-16T11:24:38,52,new,active
1900HA040245,hamdtgam,,,Bus Station,,,,,,Access Road,,,,Stop F,,,E0012900,Fareham,,,,,,,false,UKOS,457865,106128,-1.17936,50.85178,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:37:33,1,new,active
1900HA040244,hamdtgad,,,Bus Station,,,,,,Access Road,,,,Stop E,,,E0012900,Fareham,,,,,,,false,UKOS,457861,106131,-1.17941,50.85181,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:36:32,1,new,active
1900HA040249,hamdtgdg,,,Bus Station,,,,,,Access Road,,,,Stop K,,,E0012900,Fareham,,,,,,,false,UKOS,457879,106113,-1.17916,50.85165,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:42:41,1,new,active
1900HA040250,hamdtgdj,,,Bus Station,,,,,,Access Road,,,,Stop L,,,E0012900,Fareham,,,,,,,false,UKOS,457883,106110,-1.17911,50.85162,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:43:21,1,new,active
1900HA040246,hamdtgat,,,Bus Station,,,,,,Access Road,,,,Stop G,,,E0012900,Fareham,,,,,,,false,UKOS,457869,106124,-1.1793,50.85175,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-09T08:16:37,2,new,active
1900HA040248,hamdtgda,,,Bus Station,,,,,,Access Road,,,,Stop J,,,E0012900,Fareham,,,,,,,false,UKOS,457876,106117,-1.1792,50.85168,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:41:42,1,new,active
1900HA040241,hamdtdwj,,,Bus Station,,,,,,Access Road,,,,Stop B,,,E0012900,Fareham,,,,,,,false,UKOS,457851,106142,-1.17956,50.85191,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:34:07,1,new,active
1900HA040247,hamdtgaw,,,Bus Station,,,,,,Access Road,,,,Stop H,,,E0012900,Fareham,,,,,,,false,UKOS,457872,106121,-1.17926,50.85172,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:39:21,1,new,active
1900HA040240,hamdtdwg,,,Bus Station,,,,,,Access Road,,,,Stop A,,,E0012900,Fareham,,,,,,,false,UKOS,457847,106146,-1.17961,50.85195,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:33:23,1,new,active
1900HA040243,hamdtdwt,,,Bus Station,,,,,,Access Road,,,,Stop D,,,E0012900,Fareham,,,,,,,false,UKOS,457858,106135,-1.17946,50.85185,BCS,,,,,,084,2010-06-29T00:00:00,2020-05-07T12:35:47,1,new,active
