ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
660032937,78426537,,,Macdonald Drive,,,,,,Cultenhove Road,,,,Opp,,E,N0076696,St Ninians,Stirling,,,,,,0,UKOS,279165,691631,-3.944249,56.102104,BCT,MKD,TIP,,,,140,2017-01-10T15:31:16.000,2017-01-12T00:00:00.000,0,revise,inactive
66004000020,78426434,,,Stance A,,,,Railway Station,,Goosecroft Road,,,,at,,N,ES003486,Stirling,,,,,,,0,UKOS,279677,693664,-3.936924,56.120488,BCT,MKD,PTP,,,,140,2016-03-10T10:41:36.000,2016-04-25T00:00:00.000,3,revise,active
66004000021,78426435,,,Stance B,,,,Railway Station,,Goosecroft Road,,,,at,,N,ES003486,Stirling,,,,,,,0,UKOS,279692,693638,-3.936687,56.120258,BCT,MKD,PTP,,,,140,2016-03-10T11:34:23.000,2016-04-25T00:00:00.000,3,revise,active
66004000022,78426436,,,Stance C,,,,Railway Station,,Goosecroft Road,,,,at,,N,ES003486,Stirling,,,,,,,0,UKOS,279703,693615,-3.936484,56.120055,BCT,MKD,PTP,,,,140,2016-03-10T11:43:15.000,2024-01-24T08:53:28.769,8,revise,inactive
66004000023,78426437,,,Stance D,,,,Railway Station,,Goosecroft Road,,,,at,,N,ES003486,Stirling,,,,,,,0,UKOS,279713,693598,-3.936316,56.119905,BCT,MKD,TIP,,,,140,2016-03-10T15:05:55.000,2024-01-24T08:54:18.762,7,revise,inactive
66004000024,78426438,,,Stance E,,,,Clydesdale Bank,,STATION ROAD,,,,at,,E,ES003486,Stirling,,,,,,,0,UKOS,279697,693520,-3.936538,56.1192,BCT,MKD,PPT,,,,140,2016-03-10T15:11:27.000,2023-01-16T09:30:48.044,8,revise,inactive
66004000025,78426439,,,Stirling Baptist Church,,,,Stirling Baptist Church,,MURRAY PLACE,,,,opp,,S,ES003486,Stirling,,,,,,,0,UKOS,279681,693520,-3.936795,56.119196,BCT,MKD,PTP,,,,140,2016-03-10T15:25:24.000,2024-01-22T11:12:37.571,5,revise,active
66004000032,78423893,,,Allan Park South Church,,,,,,Dumbarton Road,,,,opp,,W,ES003486,Stirling,,,,,,,0,UKOS,279518,693306,-3.939318,56.117234,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2012-10-22T16:09:58.000,3,revise,active
66004000033,78423894,,,Carters Yard Student Accommodation,,,,,,Dumbarton Road,,,,at,,E,ES003486,Stirling,,,,,,,0,UKOS,279584,693286,-3.938264,56.11707,BCT,MKD,TIP,,,,140,2008-05-10T00:00:00.000,2025-09-15T13:58:08.505,7,revise,active
66004000034,78423864,,,Wellgreen Road,,,,Pitt Terrace,,WELLGREEN ROAD,,,,Stance 3,,W,ES003486,Stirling,,,,,,,0,UKOS,279679,693058,-3.936619,56.115047,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2019-02-07T14:25:52.000,4,revise,active
66004000035,78423868,,,Wellgreen Road,,,,St Ninians Road,,WELLGREEN ROAD,,,,Stance 2,,W,ES003486,Stirling,,,,,,,0,UKOS,279683,693056,-3.936569,56.11503,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2019-02-07T14:26:48.000,4,revise,active
66004000036,78423867,,,Wellgreen Road,,,,St Ninians Road,,WELLGREEN ROAD,,,,Stance 1,,W,ES003486,Stirling,,,,,,,0,UKOS,279685,693055,-3.936521,56.115022,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2019-02-07T14:27:43.000,3,revise,active
66004000037,78423865,,,Wellgreen Road,,,,Pitt Terrace,,WELLGREEN ROAD,,,,Stance 4,,E,ES003486,Stirling,,,,,,,0,UKOS,279684,693059,-3.936539,56.115057,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2019-02-07T14:24:59.000,4,revise,active
66004000038,78423937,,,Baker Street,,,,Corn Exchange Road,,King Street,,,,after,,SE,ES003486,Stirling,,,,,,,0,UKOS,279610,693413,-3.937888,56.118218,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2014-02-03T14:26:23.000,7,revise,inactive
66004000039,78423939,,,Murray Place,,,,Opp Greggs Bakery,,Murray Place,,,,Stance 5,,S,ES003486,Stirling,,,,,,,0,UKOS,279660,693554,-3.937148,56.119496,BCT,MKD,PTP,,,,140,2006-03-21T00:00:00.000,2016-05-02T00:00:00.000,5,revise,inactive
66004000040,78423938,,,Murray Place,,,,Greggs Bakery,,Murray Place,,,,Stance 1,,N,ES003486,Stirling,,,,,,,0,UKOS,279640,693553,-3.937469,56.119482,BCT,MKD,PTP,,,,140,2002-11-26T00:00:00.000,2016-05-02T00:00:00.000,5,revise,inactive
66004000042,78423948,,,Princes Street,,,,Princes Street,,Barnton Street,,,,at,,N,ES003486,Stirling,,,,,,,0,UKOS,279581,693669,-3.93847,56.120509,BCT,MKD,OTH,,,,140,2006-01-05T00:00:00.000,2016-05-02T00:00:00.000,3,revise,inactive
66004000043,78423946,,,Railway Station,,,,Railway Station,,Goosecroft Road,,,,near,,SE,ES003486,Stirling,,,,,,,0,UKOS,279695,693668,-3.936637,56.120529,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2023-01-16T09:31:28.013,7,revise,inactive
66004000044,78423945,,,Railway Station,,,,Railway Stn,,Goosecroft Road,,,,opp,,N,ES003486,Stirling,,,,,,,0,UKOS,279680,693660,-3.936874,56.120453,BCT,MKD,PTP,,,,140,2006-01-05T00:00:00.000,2016-05-02T00:00:00.000,9,revise,inactive
66004000045,78423949,,,Sheriff Court,,,,Sheriff Court,,BARNTON STREET,,,,at,,S,ES003486,Stirling,,,,,,,0,UKOS,279577,693746,-3.938569,56.121199,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2019-02-07T11:56:44.000,2,revise,active
66004000046,78423954,,,Sheriff Court,,,,Queen Street,,Viewfield Place,,,,opp,,N,ES003486,Stirling,,,,,,,0,UKOS,279558,693823,-3.938909,56.121886,BCT,MKD,OTH,,,,140,2006-01-05T00:00:00.000,2016-05-02T00:00:00.000,4,revise,inactive
66004000053,78423892,,,Indian Cottage,,,,Port Street,,Dumbarton Road,,,,at,,W,ES003486,Stirling,,,,,,,0,UKOS,279639,693235,-3.937357,56.116626,BCT,MKD,TIP,,,,140,2006-01-05T00:00:00.000,2013-09-13T14:29:19.000,3,revise,inactive
66004000054,78423898,,,Library,,,,Municipal Buildings,,Corn Exchange Road,,,,opp,,NE,ES003486,Stirling,,,,,,,0,UKOS,279534,693426,-3.939131,56.118315,BCT,MKD,OTH,,,,140,2006-01-05T00:00:00.000,2013-04-16T10:34:31.000,4,revise,inactive
66004000055,78423897,,,Library,,,,Municipal Buildings,,Corn Exchange Road,,,,at,,SW,ES003486,Stirling,,,,,,,0,UKOS,279525,693395,-3.939246,56.118034,BCT,MKD,PTP,,,,140,2007-01-25T00:00:00.000,2013-04-12T10:06:44.000,4,revise,active
